"","C10","C9","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"OTU_13877",0,0,"OTU_13877","Low","303400","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia palea"
"OTU_13878",0,0,"OTU_13878","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13879",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_1388",0,0,"OTU_1388","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13880",0,0,"OTU_13880","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13881",0,0,"OTU_13881","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13882",0,0,"OTU_13882","Low","233186","Eukaryota","Cryptophyta","","Cryptomonadales","Cryptomonadaceae","Cryptomonas","Cryptomonas curvata"
"OTU_13883",0,0,"OTU_13883","Low","1076758","Eukaryota","","","Himatismenida","","Parvamoeba","Parvamoeba rugata"
"OTU_13884",0,0,"OTU_13884","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13885",0,0,"OTU_13885","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13887",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13888",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_1389",0,0,"OTU_1389","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13892",0,0,"OTU_13892","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13893",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13896",0,0,"OTU_13896","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13898",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13899",0,0,"OTU_13899","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_139",0,0,"OTU_139","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1390",0,0,"OTU_1390","Low","197152","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae","Cloeon","Cloeon dipterum"
"OTU_13902",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13905",0,0,"OTU_13905","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13906",0,0,"OTU_13906","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13907",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13908",0,0,"OTU_13908","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1391",0,0,"OTU_1391","Low","1973054","Eukaryota","","","","Vannellidae","Vannella","Vannella sp."
"OTU_13910",0,0,"OTU_13910","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13911",0,0,"OTU_13911","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13912",0,0,"OTU_13912","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13913",0,0,"OTU_13913","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13915",0,0,"OTU_13915","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13917",0,0,"OTU_13917","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13918",0,0,"OTU_13918","High-MH","None","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",NA
"OTU_1392",0,0,"OTU_1392","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13920",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13921",0,0,"OTU_13921","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13922",0,0,"OTU_13922","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13923",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13925",0,0,"OTU_13925","Low","2044563","Eukaryota","","","","","Ancoracysta","Ancoracysta twista"
"OTU_13927",0,0,"OTU_13927","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13928",0,0,"OTU_13928","High","913666","Eukaryota","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Henlea","Henlea ventriculosa"
"OTU_13929",0,0,"OTU_13929","Low","239731","Eukaryota","","","","Hartmannellidae","Hartmannella","Hartmannella cantabrigiensis"
"OTU_13930",0,0,"OTU_13930","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13931",0,0,"OTU_13931","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13933",0,0,"OTU_13933","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13934",0,0,"OTU_13934","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13935",0,0,"OTU_13935","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13936",0,0,"OTU_13936","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13937",0,0,"OTU_13937","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13938",0,0,"OTU_13938","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13939",0,0,"OTU_13939","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13941",0,0,"OTU_13941","High","1400846","Eukaryota","Annelida","Polychaeta","Spionida","Spionidae","Scolelepis","Scolelepis foliosa"
"OTU_13942",0,0,"OTU_13942","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13943",0,0,"OTU_13943","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13944",0,0,"OTU_13944","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13945",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13947",0,0,"OTU_13947","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13949",0,0,"OTU_13949","Low","96345","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium psychrophilum"
"OTU_1395",0,0,"OTU_1395","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13950",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13952",0,0,"OTU_13952","Low","2304940","Eukaryota","Arthropoda","Pycnogonida","Pantopoda","Phoxichilidiidae","","Phoxichilidiidae sp. 12NJNB0136"
"OTU_13953",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13954",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13956",0,0,"OTU_13956","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13957",0,0,"OTU_13957","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13958",0,0,"OTU_13958","Low","74035","Eukaryota","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Arthroderma","Arthroderma uncinatum"
"OTU_13959",0,0,"OTU_13959","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1396",0,490,"OTU_1396","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13960",0,0,"OTU_13960","Low","1179672","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. KBS0721"
"OTU_13961",0,0,"OTU_13961","Low","1082615","Eukaryota","Annelida","Polychaeta","Terebellida","Ampharetidae","","Ampharetidae sp. BOLD:AAG7386"
"OTU_13962",0,0,"OTU_13962","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13965",0,0,"OTU_13965","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13967",0,0,"OTU_13967","Low","418785","Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma clypeatum"
"OTU_13968",0,0,"OTU_13968","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1397",0,0,"OTU_1397","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13970",0,0,"OTU_13970","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13971",0,0,"OTU_13971","High","48709","Eukaryota","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Orchesella","Orchesella cincta"
"OTU_13972",0,0,"OTU_13972","Low","1955568","Eukaryota","","Chrysophyceae","Chromulinales","Chromulinaceae","Spumella","Spumella sp."
"OTU_13973",0,0,"OTU_13973","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13974",0,0,"OTU_13974","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13975",0,0,"OTU_13975","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13976",0,0,"OTU_13976","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13977",4,0,"OTU_13977","Low","1117030","Eukaryota","","Chrysophyceae","Chromulinales","Chromulinaceae","Pedospumella","Pedospumella encystans"
"OTU_13978",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_1398",0,0,"OTU_1398","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13980",0,0,"OTU_13980","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13981",0,0,"OTU_13981","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13982",0,0,"OTU_13982","High","73016","Eukaryota","","Xanthophyceae","Vaucheriales","Vaucheriaceae","Vaucheria","Vaucheria sessilis"
"OTU_13983",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13984",0,0,"OTU_13984","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13985",0,0,"OTU_13985","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13986",0,0,"OTU_13986","Low","2003118","Eukaryota","","Chrysophyceae","","","Segregatospumella","Segregatospumella sp."
"OTU_13987",0,0,"OTU_13987","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13988",0,8,"OTU_13988","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13989",0,0,"OTU_13989","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1399",0,0,"OTU_1399","High","179961","Eukaryota","Mollusca","Gastropoda","Littorinimorpha","Hydrobiidae","Peringia","Peringia ulvae"
"OTU_13990",0,0,"OTU_13990","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13991",0,0,"OTU_13991","Low","89940","Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora bantiana"
"OTU_13992",0,0,"OTU_13992","Low","1514138","Eukaryota","Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Lithodesmium","Lithodesmium variabile"
"OTU_13993",0,0,"OTU_13993","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13994",0,0,"OTU_13994","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13995",0,0,"OTU_13995","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13997",0,0,"OTU_13997","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13998",0,0,"OTU_13998","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14",0,0,"OTU_14","High","38833","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas pusilla"
"OTU_140",0,0,"OTU_140","High","159753","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Polysiphonia","Polysiphonia elongata"
"OTU_1400",0,0,"OTU_1400","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14000",0,0,"OTU_14000","Low","1925548","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","","Candidatus Fonsibacter","Candidatus Fonsibacter ubiquis"
"OTU_14001",0,0,"OTU_14001","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14002",0,0,"OTU_14002","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14003",0,0,"OTU_14003","Low","77931","Eukaryota","Cryptophyta","","Pyrenomonadales","Geminigeraceae","Teleaulax","Teleaulax amphioxeia"
"OTU_14004",0,0,"OTU_14004","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14006",0,0,"OTU_14006","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14007",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_14008",0,0,"OTU_14008","Low","1705422","Eukaryota","Gastrotricha","","Macrodasyida","Macrodasyidae","Urodasys","Urodasys sp. 114a"
"OTU_14009",0,0,"OTU_14009","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1401",0,0,"OTU_1401","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14010",0,0,"OTU_14010","Low","81824","Eukaryota","","","Choanoflagellida","Salpingoecidae","Monosiga","Monosiga brevicollis"
"OTU_14013",0,0,"OTU_14013","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14015",0,0,"OTU_14015","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14016",0,0,"OTU_14016","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14018",0,0,"OTU_14018","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1402",0,0,"OTU_1402","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14021",0,0,"OTU_14021","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14022",0,0,"OTU_14022","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14025",0,0,"OTU_14025","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14026",0,0,"OTU_14026","High","89957","Eukaryota","","Dinophyceae","Suessiales","Suessiaceae","Polarella","Polarella glacialis"
"OTU_14027",0,0,"OTU_14027","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1403",0,0,"OTU_1403","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14030",0,0,"OTU_14030","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14031",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_14032",0,0,"OTU_14032","Low","1891978","Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Protohydridae","Protohydra","Protohydra leuckarti"
"OTU_14035",0,0,"OTU_14035","High-MH","None","Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Daphniidae","Daphnia",NA
"OTU_14037",0,0,"OTU_14037","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14038",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_14039",0,0,"OTU_14039","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1404",0,0,"OTU_1404","Low","1899534","Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Zancleidae","Zanclea","Zanclea implexa"
"OTU_14041",0,0,"OTU_14041","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14044",0,0,"OTU_14044","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14045",0,0,"OTU_14045","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14046",0,0,"OTU_14046","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14047",0,0,"OTU_14047","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14048",0,0,"OTU_14048","Low","1709046","Eukaryota","Arthropoda","Insecta","Hymenoptera","Braconidae","Lytopylus","Lytopylus sp. H205"
"OTU_14051",0,0,"OTU_14051","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14052",0,0,"OTU_14052","Low","290618","Eukaryota","Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola minima"
"OTU_14053",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_14054",0,0,"OTU_14054","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14055",0,0,"OTU_14055","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14056",0,0,"OTU_14056","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14060",0,0,"OTU_14060","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14064",0,0,"OTU_14064","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14065",0,0,"OTU_14065","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14066",0,0,"OTU_14066","Low","1882210","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium cedri"
"OTU_14067",0,0,"OTU_14067","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14068",0,0,"OTU_14068","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1407",0,0,"OTU_1407","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14071",0,0,"OTU_14071","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14072",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_14073",0,0,"OTU_14073","Low","601994","Eukaryota","","Oomycetes","Saprolegniales","Saprolegniaceae","Aphanomyces","Aphanomyces iridis"
"OTU_14074",0,0,"OTU_14074","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14075",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_14077",0,0,"OTU_14077","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14079",0,0,"OTU_14079","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1408",0,0,"OTU_1408","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14080",0,0,"OTU_14080","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14081",0,0,"OTU_14081","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14083",0,0,"OTU_14083","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14084",0,0,"OTU_14084","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14085",0,0,"OTU_14085","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14087",0,0,"OTU_14087","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14088",0,0,"OTU_14088","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14089",0,0,"OTU_14089","Low","1638924","Eukaryota","","Oomycetes","Olpidiopsidales","Olpidiopsidaceae","Olpidiopsis","Olpidiopsis feldmanni"
"OTU_1409",0,485,"OTU_1409","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14092",0,0,"OTU_14092","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14093",0,0,"OTU_14093","Low","332521","Eukaryota","Annelida","Clitellata","Haplotaxida","Lumbricidae","Dendrobaena","Dendrobaena veneta"
"OTU_14094",0,0,"OTU_14094","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14096",0,0,"OTU_14096","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14097",0,0,"OTU_14097","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14098",0,0,"OTU_14098","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14099",0,0,"OTU_14099","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1410",0,0,"OTU_1410","Low","2057808","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lacinutrix","Lacinutrix sp. Bg11-31"
"OTU_14103",0,0,"OTU_14103","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14104",0,0,"OTU_14104","Low","702324","Eukaryota","Placozoa","","","","","Placozoan sp. 'Shirahama'"
"OTU_14105",0,0,"OTU_14105","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14106",0,0,"OTU_14106","Low","48483","Eukaryota","","","","Histionidae","Reclinomonas","Reclinomonas americana"
"OTU_14107",0,0,"OTU_14107","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14108",0,0,"OTU_14108","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14109",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_1411",0,0,"OTU_1411","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14111",0,0,"OTU_14111","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14112",0,0,"OTU_14112","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14113",0,0,"OTU_14113","Low","115421","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium ultimum"
"OTU_14114",0,0,"OTU_14114","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14115",0,0,"OTU_14115","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14116",0,0,"OTU_14116","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14117",0,0,"OTU_14117","Low","115418","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium mamillatum"
"OTU_14118",0,0,"OTU_14118","Low","316184","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Prayidae","Praya","Praya dubia"
"OTU_14119",0,0,"OTU_14119","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1412",0,0,"OTU_1412","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14120",0,0,"OTU_14120","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14121",0,0,"OTU_14121","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14122",0,0,"OTU_14122","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14123",0,0,"OTU_14123","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14124",0,0,"OTU_14124","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14126",0,0,"OTU_14126","High","89957","Eukaryota","","Dinophyceae","Suessiales","Suessiaceae","Polarella","Polarella glacialis"
"OTU_14127",0,0,"OTU_14127","Low","696299","Eukaryota","Mollusca","Bivalvia","Pholadomyoida","Laternulidae","Laternula","cf. Laternula sp. DH-2009"
"OTU_14128",0,0,"OTU_14128","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14129",0,0,"OTU_14129","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14130",0,0,"OTU_14130","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14131",0,0,"OTU_14131","High","303400","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia palea"
"OTU_14132",0,0,"OTU_14132","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14133",0,0,"OTU_14133","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14135",0,0,"OTU_14135","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14136",0,0,"OTU_14136","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14138",0,0,"OTU_14138","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14139",0,0,"OTU_14139","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1414",0,0,"OTU_1414","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14140",0,0,"OTU_14140","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14141",0,0,"OTU_14141","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14142",0,0,"OTU_14142","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14143",0,0,"OTU_14143","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14144",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_14145",0,0,"OTU_14145","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14147",0,0,"OTU_14147","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14148",9,0,"OTU_14148","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14149",12,0,"OTU_14149","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_1415",0,0,"OTU_1415","Low","2268451","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015"
"OTU_14150",12,0,"OTU_14150","Low","431581","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia","Pinnularia viridiformis"
"OTU_14151",12,0,"OTU_14151","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14152",12,0,"OTU_14152","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14153",12,0,"OTU_14153","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14154",12,0,"OTU_14154","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14155",12,0,"OTU_14155","Low","5756","Eukaryota","","","Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba sp."
"OTU_14156",12,0,"OTU_14156","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14157",12,0,"OTU_14157","Low","1076758","Eukaryota","","","Himatismenida","","Parvamoeba","Parvamoeba rugata"
"OTU_14158",12,0,"OTU_14158","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14159",12,0,"OTU_14159","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1416",0,0,"OTU_1416","Low","1522452","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Nannochloris","Nannochloris sp. MBTD-CMFRI-S048"
"OTU_14160",18,0,"OTU_14160","Low","1861851","Eukaryota","","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora sp. x botryosa-like"
"OTU_14161",12,0,"OTU_14161","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14162",32,0,"OTU_14162","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14163",12,0,"OTU_14163","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_14164",12,0,"OTU_14164","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14165",12,0,"OTU_14165","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14167",12,0,"OTU_14167","Low","2304055","Eukaryota","Apicomplexa","","","","","Apicomplexa sp. WK-2018_Corallicola"
"OTU_14168",12,0,"OTU_14168","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14169",12,0,"OTU_14169","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1417",0,0,"OTU_1417","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14170",12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_14171",12,0,"OTU_14171","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14172",12,0,"OTU_14172","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14173",26,0,"OTU_14173","High-MH","None","Eukaryota","","Dinophyceae","Gymnodiniales",NA,NA,NA
"OTU_14174",12,0,"OTU_14174","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14175",12,0,"OTU_14175","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14176",12,0,"OTU_14176","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14177",0,0,"OTU_14177","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14179",0,0,"OTU_14179","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1418",0,0,"OTU_1418","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14180",0,0,"OTU_14180","Low","5400","Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Agrocybe","Agrocybe aegerita"
"OTU_14181",0,0,"OTU_14181","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14182",0,0,"OTU_14182","Low","2421560","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Acaridae","","Acaridae sp. BIOUG30847-D12"
"OTU_14183",0,0,"OTU_14183","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14186",0,0,"OTU_14186","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14187",0,0,"OTU_14187","Low","35125","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira","Melosira nummuloides"
"OTU_14188",0,0,"OTU_14188","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14189",0,0,"OTU_14189","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_14190",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
